order_no,issued_date,closes_area,area,subarea
PTN-2009-281,2009-12-08,"Area 2 except 2-1, 2-8, 2-9, 2-11 to 2-13",2,97
PTN-2009-281,2009-12-08,"Area 2 except 2-1, 2-8, 2-9, 2-11 to 2-13",2,98
PTN-2009-281,2009-12-08,"Area 2 except 2-1, 2-8, 2-9, 2-11 to 2-13",2,99
PTN-2009-281,2009-12-08,"Area 2 except 2-1, 2-8, 2-9, 2-11 to 2-13",2,100
PTN-2009-285,2009-12-11,"Areas 3 to 10, except SA 7-12, 17-15, 17- 17, 7-12 and 7-24",7,1
PTN-2009-285,2009-12-11,"Areas 3 to 10, except SA 7-12, 17-15, 17- 17, 7-12 and 7-24",7,2
PTN-2009-285,2009-12-11,"Areas 3 to 10, except SA 7-12, 17-15, 17- 17, 7-12 and 7-24",7,3
PTN-2009-285,2009-12-11,"Areas 3 to 10, except SA 7-12, 17-15, 17- 17, 7-12 and 7-24",7,4
PTN-2009-285,2009-12-11,"Areas 3 to 10, except SA 7-12, 17-15, 17- 17, 7-12 and 7-24",7,5
PTN-2009-285,2009-12-11,"Areas 3 to 10, except SA 7-12, 17-15, 17- 17, 7-12 and 7-24",7,6
PTN-2009-285,2009-12-11,"Areas 3 to 10, except SA 7-12, 17-15, 17- 17, 7-12 and 7-24",7,7
PTN-2009-285,2009-12-11,"Areas 3 to 10, except SA 7-12, 17-15, 17- 17, 7-12 and 7-24",7,8
PTN-2009-285,2009-12-11,"Areas 3 to 10, except SA 7-12, 17-15, 17- 17, 7-12 and 7-24",7,9
PTN-2009-285,2009-12-11,"Areas 3 to 10, except SA 7-12, 17-15, 17- 17, 7-12 and 7-24",7,10
PTN-2009-285,2009-12-11,"Areas 3 to 10, except SA 7-12, 17-15, 17- 17, 7-12 and 7-24",7,11
PTN-2009-285,2009-12-11,"Areas 3 to 10, except SA 7-12, 17-15, 17- 17, 7-12 and 7-24",7,13
PTN-2009-285,2009-12-11,"Areas 3 to 10, except SA 7-12, 17-15, 17- 17, 7-12 and 7-24",7,14
PTN-2009-285,2009-12-11,"Areas 3 to 10, except SA 7-12, 17-15, 17- 17, 7-12 and 7-24",7,14
PTN-2009-285,2009-12-11,"Areas 3 to 10, except SA 7-12, 17-15, 17- 17, 7-12 and 7-24",7,15
PTN-2009-285,2009-12-11,"Areas 3 to 10, except SA 7-12, 17-15, 17- 17, 7-12 and 7-24",7,16
PTN-2009-285,2009-12-11,"Areas 3 to 10, except SA 7-12, 17-15, 17- 17, 7-12 and 7-24",7,17
PTN-2009-285,2009-12-11,"Areas 3 to 10, except SA 7-12, 17-15, 17- 17, 7-12 and 7-24",7,18
PTN-2009-285,2009-12-11,"Areas 3 to 10, except SA 7-12, 17-15, 17- 17, 7-12 and 7-24",7,19
PTN-2009-285,2009-12-11,"Areas 3 to 10, except SA 7-12, 17-15, 17- 17, 7-12 and 7-24",7,20
PTN-2009-285,2009-12-11,"Areas 3 to 10, except SA 7-12, 17-15, 17- 17, 7-12 and 7-24",7,21
PTN-2009-285,2009-12-11,"Areas 3 to 10, except SA 7-12, 17-15, 17- 17, 7-12 and 7-24",7,22
PTN-2009-285,2009-12-11,"Areas 3 to 10, except SA 7-12, 17-15, 17- 17, 7-12 and 7-24",7,23
PTN-2009-285,2009-12-11,"Areas 3 to 10, except SA 7-12, 17-15, 17- 17, 7-12 and 7-24",7,25
PTN-2009-285,2009-12-11,"Areas 3 to 10, except SA 7-12, 17-15, 17- 17, 7-12 and 7-24",7,26
PTN-2009-285,2009-12-11,"Areas 3 to 10, except SA 7-12, 17-15, 17- 17, 7-12 and 7-24",7,27
PTN-2009-285,2009-12-11,"Areas 3 to 10, except SA 7-12, 17-15, 17- 17, 7-12 and 7-24",7,28
PTN-2009-285,2009-12-11,"Areas 3 to 10, except SA 7-12, 17-15, 17- 17, 7-12 and 7-24",7,29
PTN-2009-285,2009-12-11,"Areas 3 to 10, except SA 7-12, 17-15, 17- 17, 7-12 and 7-24",7,30
PTN-2009-285,2009-12-11,"Areas 3 to 10, except SA 7-12, 17-15, 17- 17, 7-12 and 7-24",7,31
PTN-2009-285,2009-12-11,"Areas 3 to 10, except SA 7-12, 17-15, 17- 17, 7-12 and 7-24",7,32
PTN-2009-285,2009-12-11,"Areas 3 to 10, except SA 7-12, 17-15, 17- 17, 7-12 and 7-24",17,1
PTN-2009-285,2009-12-11,"Areas 3 to 10, except SA 7-12, 17-15, 17- 17, 7-12 and 7-24",17,2
PTN-2009-285,2009-12-11,"Areas 3 to 10, except SA 7-12, 17-15, 17- 17, 7-12 and 7-24",17,3
PTN-2009-285,2009-12-11,"Areas 3 to 10, except SA 7-12, 17-15, 17- 17, 7-12 and 7-24",17,4
PTN-2009-285,2009-12-11,"Areas 3 to 10, except SA 7-12, 17-15, 17- 17, 7-12 and 7-24",17,5
PTN-2009-285,2009-12-11,"Areas 3 to 10, except SA 7-12, 17-15, 17- 17, 7-12 and 7-24",17,6
PTN-2009-285,2009-12-11,"Areas 3 to 10, except SA 7-12, 17-15, 17- 17, 7-12 and 7-24",17,7
PTN-2009-285,2009-12-11,"Areas 3 to 10, except SA 7-12, 17-15, 17- 17, 7-12 and 7-24",17,8
PTN-2009-285,2009-12-11,"Areas 3 to 10, except SA 7-12, 17-15, 17- 17, 7-12 and 7-24",17,9
PTN-2009-285,2009-12-11,"Areas 3 to 10, except SA 7-12, 17-15, 17- 17, 7-12 and 7-24",17,10
PTN-2009-285,2009-12-11,"Areas 3 to 10, except SA 7-12, 17-15, 17- 17, 7-12 and 7-24",17,11
PTN-2009-285,2009-12-11,"Areas 3 to 10, except SA 7-12, 17-15, 17- 17, 7-12 and 7-24",17,12
PTN-2009-285,2009-12-11,"Areas 3 to 10, except SA 7-12, 17-15, 17- 17, 7-12 and 7-24",17,13
PTN-2009-285,2009-12-11,"Areas 3 to 10, except SA 7-12, 17-15, 17- 17, 7-12 and 7-24",17,14
PTN-2009-285,2009-12-11,"Areas 3 to 10, except SA 7-12, 17-15, 17- 17, 7-12 and 7-24",17,16
PTN-2009-285,2009-12-11,"Areas 3 to 10, except SA 7-12, 17-15, 17- 17, 7-12 and 7-24",17,17
PTN-2009-285,2009-12-11,"Areas 3 to 10, except SA 7-12, 17-15, 17- 17, 7-12 and 7-24",17,18
PTN-2009-285,2009-12-11,"Areas 3 to 10, except SA 7-12, 17-15, 17- 17, 7-12 and 7-24",17,19
PTN-2009-285,2009-12-11,"Areas 3 to 10, except SA 7-12, 17-15, 17- 17, 7-12 and 7-24",17,20
PTN-2009-285,2009-12-11,"Areas 3 to 10, except SA 7-12, 17-15, 17- 17, 7-12 and 7-24",17,21
PTN-2009-287,2009-12-11,Area 23 (except 23-4 to 23-11),23,1
PTN-2009-287,2009-12-11,Area 23 (except 23-4 to 23-11),23,2
PTN-2009-287,2009-12-11,Area 23 (except 23-4 to 23-11),23,3
PTN-2009-29,2009-02-04,"Area 24 except SA 24-2 to 24-10, 24-13 and 24-14",24,1
PTN-2009-29,2009-02-04,"Area 24 except SA 24-2 to 24-10, 24-13 and 24-14",24,11
PTN-2009-29,2009-02-04,"Area 24 except SA 24-2 to 24-10, 24-13 and 24-14",24,12
PTN-2009-290,2009-12-11,"Area 25 except 25-1 to 25-9, 25-11 to 25-15",25,10
PTN-2009-290,2009-12-11,"Area 25 except 25-1 to 25-9, 25-11 to 25-15",25,16
PTN-2009-293,2009-12-18,"Areas 3 to 10, except SA 7-12, 17-15, 7- 17, 7-18,  7-12, 7-24 and 7-25",7,1
PTN-2009-293,2009-12-18,"Areas 3 to 10, except SA 7-12, 17-15, 7- 17, 7-18,  7-12, 7-24 and 7-25",7,2
PTN-2009-293,2009-12-18,"Areas 3 to 10, except SA 7-12, 17-15, 7- 17, 7-18,  7-12, 7-24 and 7-25",7,3
PTN-2009-293,2009-12-18,"Areas 3 to 10, except SA 7-12, 17-15, 7- 17, 7-18,  7-12, 7-24 and 7-25",7,4
PTN-2009-293,2009-12-18,"Areas 3 to 10, except SA 7-12, 17-15, 7- 17, 7-18,  7-12, 7-24 and 7-25",7,5
PTN-2009-293,2009-12-18,"Areas 3 to 10, except SA 7-12, 17-15, 7- 17, 7-18,  7-12, 7-24 and 7-25",7,6
PTN-2009-293,2009-12-18,"Areas 3 to 10, except SA 7-12, 17-15, 7- 17, 7-18,  7-12, 7-24 and 7-25",7,7
PTN-2009-293,2009-12-18,"Areas 3 to 10, except SA 7-12, 17-15, 7- 17, 7-18,  7-12, 7-24 and 7-25",7,8
PTN-2009-293,2009-12-18,"Areas 3 to 10, except SA 7-12, 17-15, 7- 17, 7-18,  7-12, 7-24 and 7-25",7,9
PTN-2009-293,2009-12-18,"Areas 3 to 10, except SA 7-12, 17-15, 7- 17, 7-18,  7-12, 7-24 and 7-25",7,10
PTN-2009-293,2009-12-18,"Areas 3 to 10, except SA 7-12, 17-15, 7- 17, 7-18,  7-12, 7-24 and 7-25",7,11
PTN-2009-293,2009-12-18,"Areas 3 to 10, except SA 7-12, 17-15, 7- 17, 7-18,  7-12, 7-24 and 7-25",7,13
PTN-2009-293,2009-12-18,"Areas 3 to 10, except SA 7-12, 17-15, 7- 17, 7-18,  7-12, 7-24 and 7-25",7,14
PTN-2009-293,2009-12-18,"Areas 3 to 10, except SA 7-12, 17-15, 7- 17, 7-18,  7-12, 7-24 and 7-25",7,14
PTN-2009-293,2009-12-18,"Areas 3 to 10, except SA 7-12, 17-15, 7- 17, 7-18,  7-12, 7-24 and 7-25",7,15
PTN-2009-293,2009-12-18,"Areas 3 to 10, except SA 7-12, 17-15, 7- 17, 7-18,  7-12, 7-24 and 7-25",7,16
PTN-2009-293,2009-12-18,"Areas 3 to 10, except SA 7-12, 17-15, 7- 17, 7-18,  7-12, 7-24 and 7-25",7,17
PTN-2009-293,2009-12-18,"Areas 3 to 10, except SA 7-12, 17-15, 7- 17, 7-18,  7-12, 7-24 and 7-25",7,19
PTN-2009-293,2009-12-18,"Areas 3 to 10, except SA 7-12, 17-15, 7- 17, 7-18,  7-12, 7-24 and 7-25",7,20
PTN-2009-293,2009-12-18,"Areas 3 to 10, except SA 7-12, 17-15, 7- 17, 7-18,  7-12, 7-24 and 7-25",7,21
PTN-2009-293,2009-12-18,"Areas 3 to 10, except SA 7-12, 17-15, 7- 17, 7-18,  7-12, 7-24 and 7-25",7,22
PTN-2009-293,2009-12-18,"Areas 3 to 10, except SA 7-12, 17-15, 7- 17, 7-18,  7-12, 7-24 and 7-25",7,23
PTN-2009-293,2009-12-18,"Areas 3 to 10, except SA 7-12, 17-15, 7- 17, 7-18,  7-12, 7-24 and 7-25",7,26
PTN-2009-293,2009-12-18,"Areas 3 to 10, except SA 7-12, 17-15, 7- 17, 7-18,  7-12, 7-24 and 7-25",7,27
PTN-2009-293,2009-12-18,"Areas 3 to 10, except SA 7-12, 17-15, 7- 17, 7-18,  7-12, 7-24 and 7-25",7,28
PTN-2009-293,2009-12-18,"Areas 3 to 10, except SA 7-12, 17-15, 7- 17, 7-18,  7-12, 7-24 and 7-25",7,29
PTN-2009-293,2009-12-18,"Areas 3 to 10, except SA 7-12, 17-15, 7- 17, 7-18,  7-12, 7-24 and 7-25",7,30
PTN-2009-293,2009-12-18,"Areas 3 to 10, except SA 7-12, 17-15, 7- 17, 7-18,  7-12, 7-24 and 7-25",7,31
PTN-2009-293,2009-12-18,"Areas 3 to 10, except SA 7-12, 17-15, 7- 17, 7-18,  7-12, 7-24 and 7-25",7,32
PTN-2009-293,2009-12-18,"Areas 3 to 10, except SA 7-12, 17-15, 7- 17, 7-18,  7-12, 7-24 and 7-25",17,1
PTN-2009-293,2009-12-18,"Areas 3 to 10, except SA 7-12, 17-15, 7- 17, 7-18,  7-12, 7-24 and 7-25",17,2
PTN-2009-293,2009-12-18,"Areas 3 to 10, except SA 7-12, 17-15, 7- 17, 7-18,  7-12, 7-24 and 7-25",17,3
PTN-2009-293,2009-12-18,"Areas 3 to 10, except SA 7-12, 17-15, 7- 17, 7-18,  7-12, 7-24 and 7-25",17,4
PTN-2009-293,2009-12-18,"Areas 3 to 10, except SA 7-12, 17-15, 7- 17, 7-18,  7-12, 7-24 and 7-25",17,5
PTN-2009-293,2009-12-18,"Areas 3 to 10, except SA 7-12, 17-15, 7- 17, 7-18,  7-12, 7-24 and 7-25",17,6
PTN-2009-293,2009-12-18,"Areas 3 to 10, except SA 7-12, 17-15, 7- 17, 7-18,  7-12, 7-24 and 7-25",17,7
PTN-2009-293,2009-12-18,"Areas 3 to 10, except SA 7-12, 17-15, 7- 17, 7-18,  7-12, 7-24 and 7-25",17,8
PTN-2009-293,2009-12-18,"Areas 3 to 10, except SA 7-12, 17-15, 7- 17, 7-18,  7-12, 7-24 and 7-25",17,9
PTN-2009-293,2009-12-18,"Areas 3 to 10, except SA 7-12, 17-15, 7- 17, 7-18,  7-12, 7-24 and 7-25",17,10
PTN-2009-293,2009-12-18,"Areas 3 to 10, except SA 7-12, 17-15, 7- 17, 7-18,  7-12, 7-24 and 7-25",17,11
PTN-2009-293,2009-12-18,"Areas 3 to 10, except SA 7-12, 17-15, 7- 17, 7-18,  7-12, 7-24 and 7-25",17,12
PTN-2009-293,2009-12-18,"Areas 3 to 10, except SA 7-12, 17-15, 7- 17, 7-18,  7-12, 7-24 and 7-25",17,13
PTN-2009-293,2009-12-18,"Areas 3 to 10, except SA 7-12, 17-15, 7- 17, 7-18,  7-12, 7-24 and 7-25",17,14
PTN-2009-293,2009-12-18,"Areas 3 to 10, except SA 7-12, 17-15, 7- 17, 7-18,  7-12, 7-24 and 7-25",17,16
PTN-2009-293,2009-12-18,"Areas 3 to 10, except SA 7-12, 17-15, 7- 17, 7-18,  7-12, 7-24 and 7-25",17,17
PTN-2009-293,2009-12-18,"Areas 3 to 10, except SA 7-12, 17-15, 7- 17, 7-18,  7-12, 7-24 and 7-25",17,18
PTN-2009-293,2009-12-18,"Areas 3 to 10, except SA 7-12, 17-15, 7- 17, 7-18,  7-12, 7-24 and 7-25",17,19
PTN-2009-293,2009-12-18,"Areas 3 to 10, except SA 7-12, 17-15, 7- 17, 7-18,  7-12, 7-24 and 7-25",17,20
PTN-2009-293,2009-12-18,"Areas 3 to 10, except SA 7-12, 17-15, 7- 17, 7-18,  7-12, 7-24 and 7-25",17,21
PTN-2009-297,2009-12-18,"Area 26, except SA 26-2 to 26-5",26,1
PTN-2009-297,2009-12-18,"Area 26, except SA 26-2 to 26-5",26,6
PTN-2009-297,2009-12-18,"Area 26, except SA 26-2 to 26-5",26,7
PTN-2009-297,2009-12-18,"Area 26, except SA 26-2 to 26-5",26,8
PTN-2009-297,2009-12-18,"Area 26, except SA 26-2 to 26-5",26,9
PTN-2009-297,2009-12-18,"Area 26, except SA 26-2 to 26-5",26,10
PTN-2009-297,2009-12-18,"Area 26, except SA 26-2 to 26-5",26,11
PTN-2009-299,2009-12-18,"Area 12, Area 13, except SA 13-1 to 13-12, 13-14 to 13-18, Area 14 (except SA 14-5, 14-8, 14-15, Area 15 (except SA 15-5), Areas 16 to 29 (except SA 16-6, 17-20, 23-6, 29-5)",13,13
PTN-2009-299,2009-12-18,"Area 12, Area 13, except SA 13-1 to 13-12, 13-14 to 13-18, Area 14 (except SA 14-5, 14-8, 14-15, Area 15 (except SA 15-5), Areas 16 to 29 (except SA 16-6, 17-20, 23-6, 29-5)",13,19
PTN-2009-299,2009-12-18,"Area 12, Area 13, except SA 13-1 to 13-12, 13-14 to 13-18, Area 14 (except SA 14-5, 14-8, 14-15, Area 15 (except SA 15-5), Areas 16 to 29 (except SA 16-6, 17-20, 23-6, 29-5)",13,20
PTN-2009-299,2009-12-18,"Area 12, Area 13, except SA 13-1 to 13-12, 13-14 to 13-18, Area 14 (except SA 14-5, 14-8, 14-15, Area 15 (except SA 15-5), Areas 16 to 29 (except SA 16-6, 17-20, 23-6, 29-5)",13,21
PTN-2009-299,2009-12-18,"Area 12, Area 13, except SA 13-1 to 13-12, 13-14 to 13-18, Area 14 (except SA 14-5, 14-8, 14-15, Area 15 (except SA 15-5), Areas 16 to 29 (except SA 16-6, 17-20, 23-6, 29-5)",13,22
PTN-2009-299,2009-12-18,"Area 12, Area 13, except SA 13-1 to 13-12, 13-14 to 13-18, Area 14 (except SA 14-5, 14-8, 14-15, Area 15 (except SA 15-5), Areas 16 to 29 (except SA 16-6, 17-20, 23-6, 29-5)",13,23
PTN-2009-299,2009-12-18,"Area 12, Area 13, except SA 13-1 to 13-12, 13-14 to 13-18, Area 14 (except SA 14-5, 14-8, 14-15, Area 15 (except SA 15-5), Areas 16 to 29 (except SA 16-6, 17-20, 23-6, 29-5)",13,24
PTN-2009-299,2009-12-18,"Area 12, Area 13, except SA 13-1 to 13-12, 13-14 to 13-18, Area 14 (except SA 14-5, 14-8, 14-15, Area 15 (except SA 15-5), Areas 16 to 29 (except SA 16-6, 17-20, 23-6, 29-5)",13,25
PTN-2009-299,2009-12-18,"Area 12, Area 13, except SA 13-1 to 13-12, 13-14 to 13-18, Area 14 (except SA 14-5, 14-8, 14-15, Area 15 (except SA 15-5), Areas 16 to 29 (except SA 16-6, 17-20, 23-6, 29-5)",13,26
PTN-2009-299,2009-12-18,"Area 12, Area 13, except SA 13-1 to 13-12, 13-14 to 13-18, Area 14 (except SA 14-5, 14-8, 14-15, Area 15 (except SA 15-5), Areas 16 to 29 (except SA 16-6, 17-20, 23-6, 29-5)",13,27
PTN-2009-299,2009-12-18,"Area 12, Area 13, except SA 13-1 to 13-12, 13-14 to 13-18, Area 14 (except SA 14-5, 14-8, 14-15, Area 15 (except SA 15-5), Areas 16 to 29 (except SA 16-6, 17-20, 23-6, 29-5)",13,28
PTN-2009-299,2009-12-18,"Area 12, Area 13, except SA 13-1 to 13-12, 13-14 to 13-18, Area 14 (except SA 14-5, 14-8, 14-15, Area 15 (except SA 15-5), Areas 16 to 29 (except SA 16-6, 17-20, 23-6, 29-5)",13,29
PTN-2009-299,2009-12-18,"Area 12, Area 13, except SA 13-1 to 13-12, 13-14 to 13-18, Area 14 (except SA 14-5, 14-8, 14-15, Area 15 (except SA 15-5), Areas 16 to 29 (except SA 16-6, 17-20, 23-6, 29-5)",13,30
PTN-2009-299,2009-12-18,"Area 12, Area 13, except SA 13-1 to 13-12, 13-14 to 13-18, Area 14 (except SA 14-5, 14-8, 14-15, Area 15 (except SA 15-5), Areas 16 to 29 (except SA 16-6, 17-20, 23-6, 29-5)",13,31
PTN-2009-299,2009-12-18,"Area 12, Area 13, except SA 13-1 to 13-12, 13-14 to 13-18, Area 14 (except SA 14-5, 14-8, 14-15, Area 15 (except SA 15-5), Areas 16 to 29 (except SA 16-6, 17-20, 23-6, 29-5)",13,32
PTN-2009-299,2009-12-18,"Area 12, Area 13, except SA 13-1 to 13-12, 13-14 to 13-18, Area 14 (except SA 14-5, 14-8, 14-15, Area 15 (except SA 15-5), Areas 16 to 29 (except SA 16-6, 17-20, 23-6, 29-5)",13,33
PTN-2009-299,2009-12-18,"Area 12, Area 13, except SA 13-1 to 13-12, 13-14 to 13-18, Area 14 (except SA 14-5, 14-8, 14-15, Area 15 (except SA 15-5), Areas 16 to 29 (except SA 16-6, 17-20, 23-6, 29-5)",13,34
PTN-2009-299,2009-12-18,"Area 12, Area 13, except SA 13-1 to 13-12, 13-14 to 13-18, Area 14 (except SA 14-5, 14-8, 14-15, Area 15 (except SA 15-5), Areas 16 to 29 (except SA 16-6, 17-20, 23-6, 29-5)",13,35
PTN-2009-299,2009-12-18,"Area 12, Area 13, except SA 13-1 to 13-12, 13-14 to 13-18, Area 14 (except SA 14-5, 14-8, 14-15, Area 15 (except SA 15-5), Areas 16 to 29 (except SA 16-6, 17-20, 23-6, 29-5)",13,36
PTN-2009-299,2009-12-18,"Area 12, Area 13, except SA 13-1 to 13-12, 13-14 to 13-18, Area 14 (except SA 14-5, 14-8, 14-15, Area 15 (except SA 15-5), Areas 16 to 29 (except SA 16-6, 17-20, 23-6, 29-5)",13,37
PTN-2009-299,2009-12-18,"Area 12, Area 13, except SA 13-1 to 13-12, 13-14 to 13-18, Area 14 (except SA 14-5, 14-8, 14-15, Area 15 (except SA 15-5), Areas 16 to 29 (except SA 16-6, 17-20, 23-6, 29-5)",13,38
PTN-2009-299,2009-12-18,"Area 12, Area 13, except SA 13-1 to 13-12, 13-14 to 13-18, Area 14 (except SA 14-5, 14-8, 14-15, Area 15 (except SA 15-5), Areas 16 to 29 (except SA 16-6, 17-20, 23-6, 29-5)",13,39
PTN-2009-299,2009-12-18,"Area 12, Area 13, except SA 13-1 to 13-12, 13-14 to 13-18, Area 14 (except SA 14-5, 14-8, 14-15, Area 15 (except SA 15-5), Areas 16 to 29 (except SA 16-6, 17-20, 23-6, 29-5)",13,40
PTN-2009-299,2009-12-18,"Area 12, Area 13, except SA 13-1 to 13-12, 13-14 to 13-18, Area 14 (except SA 14-5, 14-8, 14-15, Area 15 (except SA 15-5), Areas 16 to 29 (except SA 16-6, 17-20, 23-6, 29-5)",13,41
PTN-2009-299,2009-12-18,"Area 12, Area 13, except SA 13-1 to 13-12, 13-14 to 13-18, Area 14 (except SA 14-5, 14-8, 14-15, Area 15 (except SA 15-5), Areas 16 to 29 (except SA 16-6, 17-20, 23-6, 29-5)",13,42
PTN-2009-299,2009-12-18,"Area 12, Area 13, except SA 13-1 to 13-12, 13-14 to 13-18, Area 14 (except SA 14-5, 14-8, 14-15, Area 15 (except SA 15-5), Areas 16 to 29 (except SA 16-6, 17-20, 23-6, 29-5)",13,43
PTN-2009-299,2009-12-18,"Area 12, Area 13, except SA 13-1 to 13-12, 13-14 to 13-18, Area 14 (except SA 14-5, 14-8, 14-15, Area 15 (except SA 15-5), Areas 16 to 29 (except SA 16-6, 17-20, 23-6, 29-5)",14,1
PTN-2009-299,2009-12-18,"Area 12, Area 13, except SA 13-1 to 13-12, 13-14 to 13-18, Area 14 (except SA 14-5, 14-8, 14-15, Area 15 (except SA 15-5), Areas 16 to 29 (except SA 16-6, 17-20, 23-6, 29-5)",14,2
PTN-2009-299,2009-12-18,"Area 12, Area 13, except SA 13-1 to 13-12, 13-14 to 13-18, Area 14 (except SA 14-5, 14-8, 14-15, Area 15 (except SA 15-5), Areas 16 to 29 (except SA 16-6, 17-20, 23-6, 29-5)",14,3
PTN-2009-299,2009-12-18,"Area 12, Area 13, except SA 13-1 to 13-12, 13-14 to 13-18, Area 14 (except SA 14-5, 14-8, 14-15, Area 15 (except SA 15-5), Areas 16 to 29 (except SA 16-6, 17-20, 23-6, 29-5)",14,4
PTN-2009-299,2009-12-18,"Area 12, Area 13, except SA 13-1 to 13-12, 13-14 to 13-18, Area 14 (except SA 14-5, 14-8, 14-15, Area 15 (except SA 15-5), Areas 16 to 29 (except SA 16-6, 17-20, 23-6, 29-5)",14,6
PTN-2009-299,2009-12-18,"Area 12, Area 13, except SA 13-1 to 13-12, 13-14 to 13-18, Area 14 (except SA 14-5, 14-8, 14-15, Area 15 (except SA 15-5), Areas 16 to 29 (except SA 16-6, 17-20, 23-6, 29-5)",14,7
PTN-2009-299,2009-12-18,"Area 12, Area 13, except SA 13-1 to 13-12, 13-14 to 13-18, Area 14 (except SA 14-5, 14-8, 14-15, Area 15 (except SA 15-5), Areas 16 to 29 (except SA 16-6, 17-20, 23-6, 29-5)",14,9
PTN-2009-299,2009-12-18,"Area 12, Area 13, except SA 13-1 to 13-12, 13-14 to 13-18, Area 14 (except SA 14-5, 14-8, 14-15, Area 15 (except SA 15-5), Areas 16 to 29 (except SA 16-6, 17-20, 23-6, 29-5)",14,10
PTN-2009-299,2009-12-18,"Area 12, Area 13, except SA 13-1 to 13-12, 13-14 to 13-18, Area 14 (except SA 14-5, 14-8, 14-15, Area 15 (except SA 15-5), Areas 16 to 29 (except SA 16-6, 17-20, 23-6, 29-5)",14,11
PTN-2009-299,2009-12-18,"Area 12, Area 13, except SA 13-1 to 13-12, 13-14 to 13-18, Area 14 (except SA 14-5, 14-8, 14-15, Area 15 (except SA 15-5), Areas 16 to 29 (except SA 16-6, 17-20, 23-6, 29-5)",14,12
PTN-2009-299,2009-12-18,"Area 12, Area 13, except SA 13-1 to 13-12, 13-14 to 13-18, Area 14 (except SA 14-5, 14-8, 14-15, Area 15 (except SA 15-5), Areas 16 to 29 (except SA 16-6, 17-20, 23-6, 29-5)",14,13
PTN-2009-299,2009-12-18,"Area 12, Area 13, except SA 13-1 to 13-12, 13-14 to 13-18, Area 14 (except SA 14-5, 14-8, 14-15, Area 15 (except SA 15-5), Areas 16 to 29 (except SA 16-6, 17-20, 23-6, 29-5)",14,14
PTN-2009-299,2009-12-18,"Area 12, Area 13, except SA 13-1 to 13-12, 13-14 to 13-18, Area 14 (except SA 14-5, 14-8, 14-15, Area 15 (except SA 15-5), Areas 16 to 29 (except SA 16-6, 17-20, 23-6, 29-5)",15,1
PTN-2009-299,2009-12-18,"Area 12, Area 13, except SA 13-1 to 13-12, 13-14 to 13-18, Area 14 (except SA 14-5, 14-8, 14-15, Area 15 (except SA 15-5), Areas 16 to 29 (except SA 16-6, 17-20, 23-6, 29-5)",15,2
PTN-2009-299,2009-12-18,"Area 12, Area 13, except SA 13-1 to 13-12, 13-14 to 13-18, Area 14 (except SA 14-5, 14-8, 14-15, Area 15 (except SA 15-5), Areas 16 to 29 (except SA 16-6, 17-20, 23-6, 29-5)",15,3
PTN-2009-299,2009-12-18,"Area 12, Area 13, except SA 13-1 to 13-12, 13-14 to 13-18, Area 14 (except SA 14-5, 14-8, 14-15, Area 15 (except SA 15-5), Areas 16 to 29 (except SA 16-6, 17-20, 23-6, 29-5)",15,4
PTN-2009-299,2009-12-18,"Area 12, Area 13, except SA 13-1 to 13-12, 13-14 to 13-18, Area 14 (except SA 14-5, 14-8, 14-15, Area 15 (except SA 15-5), Areas 16 to 29 (except SA 16-6, 17-20, 23-6, 29-5)",15,6
PTN-2009-299,2009-12-18,"Area 12, Area 13, except SA 13-1 to 13-12, 13-14 to 13-18, Area 14 (except SA 14-5, 14-8, 14-15, Area 15 (except SA 15-5), Areas 16 to 29 (except SA 16-6, 17-20, 23-6, 29-5)",16,1
PTN-2009-299,2009-12-18,"Area 12, Area 13, except SA 13-1 to 13-12, 13-14 to 13-18, Area 14 (except SA 14-5, 14-8, 14-15, Area 15 (except SA 15-5), Areas 16 to 29 (except SA 16-6, 17-20, 23-6, 29-5)",16,2
PTN-2009-299,2009-12-18,"Area 12, Area 13, except SA 13-1 to 13-12, 13-14 to 13-18, Area 14 (except SA 14-5, 14-8, 14-15, Area 15 (except SA 15-5), Areas 16 to 29 (except SA 16-6, 17-20, 23-6, 29-5)",16,3
PTN-2009-299,2009-12-18,"Area 12, Area 13, except SA 13-1 to 13-12, 13-14 to 13-18, Area 14 (except SA 14-5, 14-8, 14-15, Area 15 (except SA 15-5), Areas 16 to 29 (except SA 16-6, 17-20, 23-6, 29-5)",16,4
PTN-2009-299,2009-12-18,"Area 12, Area 13, except SA 13-1 to 13-12, 13-14 to 13-18, Area 14 (except SA 14-5, 14-8, 14-15, Area 15 (except SA 15-5), Areas 16 to 29 (except SA 16-6, 17-20, 23-6, 29-5)",16,5
PTN-2009-299,2009-12-18,"Area 12, Area 13, except SA 13-1 to 13-12, 13-14 to 13-18, Area 14 (except SA 14-5, 14-8, 14-15, Area 15 (except SA 15-5), Areas 16 to 29 (except SA 16-6, 17-20, 23-6, 29-5)",16,7
PTN-2009-299,2009-12-18,"Area 12, Area 13, except SA 13-1 to 13-12, 13-14 to 13-18, Area 14 (except SA 14-5, 14-8, 14-15, Area 15 (except SA 15-5), Areas 16 to 29 (except SA 16-6, 17-20, 23-6, 29-5)",16,8
