year,stockid,stocklong,areaid,score,b_bmsy,f_fmsy
1983,PCODHS,Pacific cod Hecate Strait,Canada-DFO-HS,0.9883971149301878,1.01054385915817,0.7867395599202147
1984,PCODHS,Pacific cod Hecate Strait,Canada-DFO-HS,0.8817585145002584,0.919854025643976,0.6648668737145813
1985,PCODHS,Pacific cod Hecate Strait,Canada-DFO-HS,0.8055487055912143,0.887464799388906,0.577769949247102
1986,PCODHS,Pacific cod Hecate Strait,Canada-DFO-HS,0.7382553405412254,1.67128407476159,0.5798891159200108
1987,PCODHS,Pacific cod Hecate Strait,Canada-DFO-HS,0.5255451294247206,2.35793567136906,0.7089627765633785
1988,PCODHS,Pacific cod Hecate Strait,Canada-DFO-HS,0.765367521845885,1.96926495630823,0.8038507647105305
1989,PCODHS,Pacific cod Hecate Strait,Canada-DFO-HS,0.969419647252825,1.56116070549435,0.8818105440510068
1990,PCODHS,Pacific cod Hecate Strait,Canada-DFO-HS,1,1.4445594909761,0.8973882143660965
1991,PCODHS,Pacific cod Hecate Strait,Canada-DFO-HS,1,1.43160380047407,1.0005843943826664
1992,PCODHS,Pacific cod Hecate Strait,Canada-DFO-HS,1,1.03645524016223,1.1467287344026855
1993,PCODHS,Pacific cod Hecate Strait,Canada-DFO-HS,0.5472751655503558,0.725518668113558,1.3310301732302234
1994,PCODHS,Pacific cod Hecate Strait,Canada-DFO-HS,0,0.516284266505809,1.3139830122227163
1995,PCODHS,Pacific cod Hecate Strait,Canada-DFO-HS,0.09611706889413331,0.478064979524827,1.066487631105512
1996,PCODHS,Pacific cod Hecate Strait,Canada-DFO-HS,0.17809571805855412,0.450858029470568,0.874335426055593
1997,PCODHS,Pacific cod Hecate Strait,Canada-DFO-HS,0.16472513952154136,0.402921974613065,0.745656041867566
1998,PCODHS,Pacific cod Hecate Strait,Canada-DFO-HS,0.05705713727452454,0.347860289979447,0.7646759149240144
1999,PCODHS,Pacific cod Hecate Strait,Canada-DFO-HS,0.03578960488356347,0.326483400651101,0.7460507322593837
2000,PCODHS,Pacific cod Hecate Strait,Canada-DFO-HS,0.04227933276653898,0.307697649423161,0.6813046380879553
2001,PCODHS,Pacific cod Hecate Strait,Canada-DFO-HS,0.08212902259106558,0.281138483894004,0.5158829248433572
2002,PCODHS,Pacific cod Hecate Strait,Canada-DFO-HS,0.6072979922825537,0.485838393826043,0.367950948638796
2003,PCODHS,Pacific cod Hecate Strait,Canada-DFO-HS,0.7002019153902582,0.660740215603419,0.2778834277232848
2004,PCODHS,Pacific cod Hecate Strait,Canada-DFO-HS,0.6235493194947678,0.693129441858489,0.21247117813474353
2005,PCODHS,Pacific cod Hecate Strait,Canada-DFO-HS,0.6844163552340171,0.646488956051189,0.24128912339720152
2006,PCODHS,Pacific cod Hecate Strait,Canada-DFO-HS,0.7093240549860237,0.567459243988819,0.29015380149499975
2007,PCODHS,Pacific cod Hecate Strait,Canada-DFO-HS,0.6413066798503775,0.513045343880302,0.282266923750957
2008,PCODHS,Pacific cod Hecate Strait,Canada-DFO-HS,0.7002992052820274,0.636772188174668,0.25457195174269176
2009,PCODHS,Pacific cod Hecate Strait,Canada-DFO-HS,0.5082945825825448,0.790297120623697,0.22092585697244377
2010,PCODHS,Pacific cod Hecate Strait,Canada-DFO-HS,0.48866968001163075,0.880986954137892,0.21562249144186377
2011,PCODHS,Pacific cod Hecate Strait,Canada-DFO-HS,0.5169051089645857,0.855075573133836,0.24789155310238375
2012,PCODHS,Pacific cod Hecate Strait,Canada-DFO-HS,0.5443394614540334,0.822686346878767,0.27924509880460974
1956,PCODWCVANI,Pacific cod West Coast of Vancouver Island,Canada-DFO-WCVANI,0,1.88679245283019,NA
1957,PCODWCVANI,Pacific cod West Coast of Vancouver Island,Canada-DFO-WCVANI,0,1.5450898826326,NA
1958,PCODWCVANI,Pacific cod West Coast of Vancouver Island,Canada-DFO-WCVANI,0,1.37126727083643,NA
1959,PCODWCVANI,Pacific cod West Coast of Vancouver Island,Canada-DFO-WCVANI,0.9281803097345136,1.27172782647452,0.7179203539823015
1960,PCODWCVANI,Pacific cod West Coast of Vancouver Island,Canada-DFO-WCVANI,0.8894634955752212,1.10236220472441,0.6736725663716815
1961,PCODWCVANI,Pacific cod West Coast of Vancouver Island,Canada-DFO-WCVANI,0.8681692477876104,0.979052146783539,0.6493362831858407
1962,PCODWCVANI,Pacific cod West Coast of Vancouver Island,Canada-DFO-WCVANI,0.9494745575221237,1.10533353142178,0.7422566371681415
1963,PCODWCVANI,Pacific cod West Coast of Vancouver Island,Canada-DFO-WCVANI,0.7379112321079458,1.90164908631704,0.7123893805309732
1964,PCODWCVANI,Pacific cod West Coast of Vancouver Island,Canada-DFO-WCVANI,0.532431932295821,2.25820829000149,0.63716814159292
1965,PCODWCVANI,Pacific cod West Coast of Vancouver Island,Canada-DFO-WCVANI,0.6105590379442344,2.25820829000149,0.7809734513274342
1966,PCODWCVANI,Pacific cod West Coast of Vancouver Island,Canada-DFO-WCVANI,0.769462189867775,1.96107562026445,0.8064159292035404
1967,PCODWCVANI,Pacific cod West Coast of Vancouver Island,Canada-DFO-WCVANI,0.895743574506015,1.70851285098797,0.9612831858407085
1968,PCODWCVANI,Pacific cod West Coast of Vancouver Island,Canada-DFO-WCVANI,1,1.39058089436934,1.1194690265486742
1969,PCODWCVANI,Pacific cod West Coast of Vancouver Island,Canada-DFO-WCVANI,1,1.2940127767048,1.0088495575221248
1970,PCODWCVANI,Pacific cod West Coast of Vancouver Island,Canada-DFO-WCVANI,0.94774179171,1.60451641658,1.0033185840707972
1971,PCODWCVANI,Pacific cod West Coast of Vancouver Island,Canada-DFO-WCVANI,0.5094711038478701,2.48105779230426,1.0077433628318597
1972,PCODWCVANI,Pacific cod West Coast of Vancouver Island,Canada-DFO-WCVANI,0.5094711038478701,2.48105779230426,1.0210176991150446
1973,PCODWCVANI,Pacific cod West Coast of Vancouver Island,Canada-DFO-WCVANI,0.7471772396375,2.005645520725,1.0597345132743368
1974,PCODWCVANI,Pacific cod West Coast of Vancouver Island,Canada-DFO-WCVANI,0.3460481354924949,2.80790372901501,1.0929203539823025
1975,PCODWCVANI,Pacific cod West Coast of Vancouver Island,Canada-DFO-WCVANI,0.25,3.03075323131778,1.1592920353982326
1976,PCODWCVANI,Pacific cod West Coast of Vancouver Island,Canada-DFO-WCVANI,0.41789021958564154,2.65933739414649,1.2046460176991174
1977,PCODWCVANI,Pacific cod West Coast of Vancouver Island,Canada-DFO-WCVANI,0.6414773151203671,2.18392512256723,1.220132743362835
1978,PCODWCVANI,Pacific cod West Coast of Vancouver Island,Canada-DFO-WCVANI,0.843745357302035,1.81250928539593,1.0984513274336305
1979,PCODWCVANI,Pacific cod West Coast of Vancouver Island,Canada-DFO-WCVANI,0.940313474966575,1.61937305006685,0.8440265486725672
1980,PCODWCVANI,Pacific cod West Coast of Vancouver Island,Canada-DFO-WCVANI,0.8265486725663722,1.40246620115882,0.6017699115044255
1981,PCODWCVANI,Pacific cod West Coast of Vancouver Island,Canada-DFO-WCVANI,0.7481471238938053,1.12910414500074,0.5121681415929205
1982,PCODWCVANI,Pacific cod West Coast of Vancouver Island,Canada-DFO-WCVANI,0.7771847345132743,0.829000148566335,0.5453539823008849
1983,PCODWCVANI,Pacific cod West Coast of Vancouver Island,Canada-DFO-WCVANI,0.7985440499182886,0.638835239934631,0.7477876106194682
1984,PCODWCVANI,Pacific cod West Coast of Vancouver Island,Canada-DFO-WCVANI,0.291847806650748,0.491754568414797,0.8495575221238929
1985,PCODWCVANI,Pacific cod West Coast of Vancouver Island,Canada-DFO-WCVANI,0.062279767089609174,0.43529936116476,0.9966814159292029
1986,PCODWCVANI,Pacific cod West Coast of Vancouver Island,Canada-DFO-WCVANI,1,0.811172188382113,0.9789823008849552
1987,PCODWCVANI,Pacific cod West Coast of Vancouver Island,Canada-DFO-WCVANI,1,1.07859159114545,0.9336283185840701
1988,PCODWCVANI,Pacific cod West Coast of Vancouver Island,Canada-DFO-WCVANI,0.50204278710444,2.49591442579112,1.0188053097345122
1989,PCODWCVANI,Pacific cod West Coast of Vancouver Island,Canada-DFO-WCVANI,0.47232952013074003,2.55534095973852,1.019911504424777
1990,PCODWCVANI,Pacific cod West Coast of Vancouver Island,Canada-DFO-WCVANI,0.79917545684148,1.90164908631704,1.16150442477876
1991,PCODWCVANI,Pacific cod West Coast of Vancouver Island,Canada-DFO-WCVANI,0.3552726525039998,1.50051998217204,1.71570796460177
1992,PCODWCVANI,Pacific cod West Coast of Vancouver Island,Canada-DFO-WCVANI,0,0.938939236369039,2.055309734513275
1993,PCODWCVANI,Pacific cod West Coast of Vancouver Island,Canada-DFO-WCVANI,0,0.67003417025702,2.2566371681415927
1994,PCODWCVANI,Pacific cod West Coast of Vancouver Island,Canada-DFO-WCVANI,0,0.476897934927945,2.5409292035398225
1995,PCODWCVANI,Pacific cod West Coast of Vancouver Island,Canada-DFO-WCVANI,0,0.300103996434408,2.0409292035398225
1996,PCODWCVANI,Pacific cod West Coast of Vancouver Island,Canada-DFO-WCVANI,0,0.271876392809389,1.68141592920354
1997,PCODWCVANI,Pacific cod West Coast of Vancouver Island,Canada-DFO-WCVANI,0,0.276333382855445,1.2964601769911517
1998,PCODWCVANI,Pacific cod West Coast of Vancouver Island,Canada-DFO-WCVANI,0,0.292675679690982,0.7853982300884965
1999,PCODWCVANI,Pacific cod West Coast of Vancouver Island,Canada-DFO-WCVANI,0.3662244777508766,0.433813697816075,0.5442477876106202
2000,PCODWCVANI,Pacific cod West Coast of Vancouver Island,Canada-DFO-WCVANI,0.6518347942356263,0.52146783538850106,0.3329646017699115
2001,PCODWCVANI,Pacific cod West Coast of Vancouver Island,Canada-DFO-WCVANI,0.7174928096008726,0.668548506908335,0.3097345132743362
1940,PERCHQCI,Pacific Ocean perch Queen Charlotte Islands,Canada-DFO-QCI,0,3.68,NA
1941,PERCHQCI,Pacific Ocean perch Queen Charlotte Islands,Canada-DFO-QCI,0,3.68,NA
1942,PERCHQCI,Pacific Ocean perch Queen Charlotte Islands,Canada-DFO-QCI,0,3.68,NA
1943,PERCHQCI,Pacific Ocean perch Queen Charlotte Islands,Canada-DFO-QCI,0.07528907812499999,3.67,0.0013215
1944,PERCHQCI,Pacific Ocean perch Queen Charlotte Islands,Canada-DFO-QCI,0.075419453125,3.67,0.0019175
1945,PERCHQCI,Pacific Ocean perch Queen Charlotte Islands,Canada-DFO-QCI,0.076056015625,3.66,0.0048275
1946,PERCHQCI,Pacific Ocean perch Queen Charlotte Islands,Canada-DFO-QCI,0.07646453125,3.63,0.006695
1947,PERCHQCI,Pacific Ocean perch Queen Charlotte Islands,Canada-DFO-QCI,0.07644921874999999,3.61,0.006625
1948,PERCHQCI,Pacific Ocean perch Queen Charlotte Islands,Canada-DFO-QCI,0.07658156249999999,3.61,0.00723
1949,PERCHQCI,Pacific Ocean perch Queen Charlotte Islands,Canada-DFO-QCI,0.076249609375,3.62,0.0057125
1950,PERCHQCI,Pacific Ocean perch Queen Charlotte Islands,Canada-DFO-QCI,0.0762775,3.63,0.00584
1951,PERCHQCI,Pacific Ocean perch Queen Charlotte Islands,Canada-DFO-QCI,0.076378671875,3.64,0.0063025
1952,PERCHQCI,Pacific Ocean perch Queen Charlotte Islands,Canada-DFO-QCI,0.07642296875,3.64,0.006505
1953,PERCHQCI,Pacific Ocean perch Queen Charlotte Islands,Canada-DFO-QCI,0.076197109375,3.64,0.0054725
1954,PERCHQCI,Pacific Ocean perch Queen Charlotte Islands,Canada-DFO-QCI,0.07583125,3.64,0.0038
1955,PERCHQCI,Pacific Ocean perch Queen Charlotte Islands,Canada-DFO-QCI,0.07576890625,3.66,0.003515
1956,PERCHQCI,Pacific Ocean perch Queen Charlotte Islands,Canada-DFO-QCI,0.0754606875,3.7,0.002106
1957,PERCHQCI,Pacific Ocean perch Queen Charlotte Islands,Canada-DFO-QCI,0.0753679375,3.66,0.001682
1958,PERCHQCI,Pacific Ocean perch Queen Charlotte Islands,Canada-DFO-QCI,0.0752835546875,3.61,0.0012962499999999999
1959,PERCHQCI,Pacific Ocean perch Queen Charlotte Islands,Canada-DFO-QCI,0.07507356278124999,3.63,3.3628699999999995e-4
1960,PERCHQCI,Pacific Ocean perch Queen Charlotte Islands,Canada-DFO-QCI,0.0750651688515625,3.6,2.9791474999999997e-4
1961,PERCHQCI,Pacific Ocean perch Queen Charlotte Islands,Canada-DFO-QCI,0.0750522899453125,3.52,2.3903974999999993e-4
1962,PERCHQCI,Pacific Ocean perch Queen Charlotte Islands,Canada-DFO-QCI,0.07500380275,3.39,1.7383999999999934e-5
1963,PERCHQCI,Pacific Ocean perch Queen Charlotte Islands,Canada-DFO-QCI,0.07501462278125,3.13,6.684699999999992e-5
1964,PERCHQCI,Pacific Ocean perch Queen Charlotte Islands,Canada-DFO-QCI,0.09907687080843752,2.84,2.662192499999999e-4
1965,PERCHQCI,Pacific Ocean perch Queen Charlotte Islands,Canada-DFO-QCI,0.18494609320015623,2.71,0.19224909425
1966,PERCHQCI,Pacific Ocean perch Queen Charlotte Islands,Canada-DFO-QCI,0.39855657187499993,2.45,0.524749
1967,PERCHQCI,Pacific Ocean perch Queen Charlotte Islands,Canada-DFO-QCI,0.7821157865624998,1.81,0.7149495
1968,PERCHQCI,Pacific Ocean perch Queen Charlotte Islands,Canada-DFO-QCI,1,1.45,1.01975
1969,PERCHQCI,Pacific Ocean perch Queen Charlotte Islands,Canada-DFO-QCI,1,1.2,0.96475
1970,PERCHQCI,Pacific Ocean perch Queen Charlotte Islands,Canada-DFO-QCI,0.9142499999999998,1.17,0.702
1971,PERCHQCI,Pacific Ocean perch Queen Charlotte Islands,Canada-DFO-QCI,0.8516874999999999,1.01,0.6305
1972,PERCHQCI,Pacific Ocean perch Queen Charlotte Islands,Canada-DFO-QCI,0.7403437499999999,0.92,0.5032499999999999
1973,PERCHQCI,Pacific Ocean perch Queen Charlotte Islands,Canada-DFO-QCI,0.7545624999999998,0.897,0.5194999999999999
1974,PERCHQCI,Pacific Ocean perch Queen Charlotte Islands,Canada-DFO-QCI,0.7948124999999999,0.869,0.5654999999999999
1975,PERCHQCI,Pacific Ocean perch Queen Charlotte Islands,Canada-DFO-QCI,0.7751249999999998,0.895,0.5429999999999999
1976,PERCHQCI,Pacific Ocean perch Queen Charlotte Islands,Canada-DFO-QCI,0.7186874999999999,0.945,0.4784999999999999
1977,PERCHQCI,Pacific Ocean perch Queen Charlotte Islands,Canada-DFO-QCI,0.78103125,1.01,0.54975
1978,PERCHQCI,Pacific Ocean perch Queen Charlotte Islands,Canada-DFO-QCI,0.9094374999999999,1.11,0.6964999999999999
1979,PERCHQCI,Pacific Ocean perch Queen Charlotte Islands,Canada-DFO-QCI,0.9503437499999998,1.18,0.7432499999999999
1980,PERCHQCI,Pacific Ocean perch Queen Charlotte Islands,Canada-DFO-QCI,0.9634687499999999,1.24,0.7582499999999999
1981,PERCHQCI,Pacific Ocean perch Queen Charlotte Islands,Canada-DFO-QCI,0.8562812499999999,1.25,0.6357499999999999
1982,PERCHQCI,Pacific Ocean perch Queen Charlotte Islands,Canada-DFO-QCI,0.7475624999999998,1.24,0.5114999999999998
1983,PERCHQCI,Pacific Ocean perch Queen Charlotte Islands,Canada-DFO-QCI,0.7696562499999999,1.22,0.53675
1984,PERCHQCI,Pacific Ocean perch Queen Charlotte Islands,Canada-DFO-QCI,1,1.17,0.846
1985,PERCHQCI,Pacific Ocean perch Queen Charlotte Islands,Canada-DFO-QCI,1,1.13,1.1215
1986,PERCHQCI,Pacific Ocean perch Queen Charlotte Islands,Canada-DFO-QCI,0.7678124999999999,1.12,1.38575
1987,PERCHQCI,Pacific Ocean perch Queen Charlotte Islands,Canada-DFO-QCI,0.7003125000000001,1.06,1.4397499999999999
1988,PERCHQCI,Pacific Ocean perch Queen Charlotte Islands,Canada-DFO-QCI,0.9565625,1.04,1.23475
1989,PERCHQCI,Pacific Ocean perch Queen Charlotte Islands,Canada-DFO-QCI,1,1.05,1.12225
1990,PERCHQCI,Pacific Ocean perch Queen Charlotte Islands,Canada-DFO-QCI,1,1.03,0.9464999999999999
1991,PERCHQCI,Pacific Ocean perch Queen Charlotte Islands,Canada-DFO-QCI,1,1.02,0.8089999999999999
1992,PERCHQCI,Pacific Ocean perch Queen Charlotte Islands,Canada-DFO-QCI,0.8479687499999997,1.05,0.6262499999999999
1993,PERCHQCI,Pacific Ocean perch Queen Charlotte Islands,Canada-DFO-QCI,0.6779999999999998,1.05,0.4319999999999999
1994,PERCHQCI,Pacific Ocean perch Queen Charlotte Islands,Canada-DFO-QCI,0.5150312499999998,1.01,0.24574999999999989
1995,PERCHQCI,Pacific Ocean perch Queen Charlotte Islands,Canada-DFO-QCI,0.5226874999999999,0.936,0.2544999999999999
1996,PERCHQCI,Pacific Ocean perch Queen Charlotte Islands,Canada-DFO-QCI,0.5449999999999998,0.933,0.27999999999999986
1997,PERCHQCI,Pacific Ocean perch Queen Charlotte Islands,Canada-DFO-QCI,0.5493749999999998,0.963,0.28499999999999986
1998,PERCHQCI,Pacific Ocean perch Queen Charlotte Islands,Canada-DFO-QCI,0.6075624999999998,1.01,0.35149999999999987
1999,PERCHQCI,Pacific Ocean perch Queen Charlotte Islands,Canada-DFO-QCI,0.5996874999999998,1.07,0.34249999999999986
2000,PERCHQCI,Pacific Ocean perch Queen Charlotte Islands,Canada-DFO-QCI,0.6469374999999998,1.11,0.3964999999999999
2001,PERCHQCI,Pacific Ocean perch Queen Charlotte Islands,Canada-DFO-QCI,0.7046874999999998,1.16,0.46249999999999986
2002,PERCHQCI,Pacific Ocean perch Queen Charlotte Islands,Canada-DFO-QCI,0.7304999999999998,1.21,0.4919999999999999
2003,PERCHQCI,Pacific Ocean perch Queen Charlotte Islands,Canada-DFO-QCI,0.7593749999999999,1.24,0.5249999999999999
2004,PERCHQCI,Pacific Ocean perch Queen Charlotte Islands,Canada-DFO-QCI,0.7423124999999998,1.26,0.5054999999999998
2005,PERCHQCI,Pacific Ocean perch Queen Charlotte Islands,Canada-DFO-QCI,0.7035937499999998,1.28,0.4612499999999999
2006,PERCHQCI,Pacific Ocean perch Queen Charlotte Islands,Canada-DFO-QCI,0.6681562499999999,1.3,0.4207499999999999
2007,PERCHQCI,Pacific Ocean perch Queen Charlotte Islands,Canada-DFO-QCI,0.6429999999999998,1.33,0.3919999999999999
2008,PERCHQCI,Pacific Ocean perch Queen Charlotte Islands,Canada-DFO-QCI,0.6300937499999999,1.38,0.37724999999999986
2009,PERCHQCI,Pacific Ocean perch Queen Charlotte Islands,Canada-DFO-QCI,0.6254999999999998,1.4,0.3719999999999999
2010,PERCHQCI,Pacific Ocean perch Queen Charlotte Islands,Canada-DFO-QCI,0.6366562499999998,1.44,0.38474999999999987
2011,PERCHQCI,Pacific Ocean perch Queen Charlotte Islands,Canada-DFO-QCI,0.6618124999999998,1.48,0.41349999999999987
2012,PERCHQCI,Pacific Ocean perch Queen Charlotte Islands,Canada-DFO-QCI,0.6807043749999999,1.51,0.4389999999999999
1940,PERCHWCVANI,Pacific Ocean perch West Coast of Vancouver Island,Canada-DFO-WCVANI,0,3.68,NA
1941,PERCHWCVANI,Pacific Ocean perch West Coast of Vancouver Island,Canada-DFO-WCVANI,0,3.68,NA
1942,PERCHWCVANI,Pacific Ocean perch West Coast of Vancouver Island,Canada-DFO-WCVANI,0,3.68,NA
1943,PERCHWCVANI,Pacific Ocean perch West Coast of Vancouver Island,Canada-DFO-WCVANI,0.0768329609375,3.67,0.00837925
1944,PERCHWCVANI,Pacific Ocean perch West Coast of Vancouver Island,Canada-DFO-WCVANI,0.07746077343749999,3.67,0.011249249999999999
1945,PERCHWCVANI,Pacific Ocean perch West Coast of Vancouver Island,Canada-DFO-WCVANI,0.08266937499999999,3.66,0.03506
1946,PERCHWCVANI,Pacific Ocean perch West Coast of Vancouver Island,Canada-DFO-WCVANI,0.084975,3.63,0.0456
1947,PERCHWCVANI,Pacific Ocean perch West Coast of Vancouver Island,Canada-DFO-WCVANI,0.0850515625,3.61,0.04595
1948,PERCHWCVANI,Pacific Ocean perch West Coast of Vancouver Island,Canada-DFO-WCVANI,0.08663749999999999,3.61,0.0532
1949,PERCHWCVANI,Pacific Ocean perch West Coast of Vancouver Island,Canada-DFO-WCVANI,0.08414921874999999,3.62,0.041825
1950,PERCHWCVANI,Pacific Ocean perch West Coast of Vancouver Island,Canada-DFO-WCVANI,0.084209375,3.63,0.0421
1951,PERCHWCVANI,Pacific Ocean perch West Coast of Vancouver Island,Canada-DFO-WCVANI,0.08536875,3.64,0.047400000000000005
1952,PERCHWCVANI,Pacific Ocean perch West Coast of Vancouver Island,Canada-DFO-WCVANI,0.08594296875,3.64,0.050025
1953,PERCHWCVANI,Pacific Ocean perch West Coast of Vancouver Island,Canada-DFO-WCVANI,0.08493125,3.64,0.0454
1954,PERCHWCVANI,Pacific Ocean perch West Coast of Vancouver Island,Canada-DFO-WCVANI,0.08527578125,3.64,0.046975
1955,PERCHWCVANI,Pacific Ocean perch West Coast of Vancouver Island,Canada-DFO-WCVANI,0.08528671874999999,3.66,0.047025
1956,PERCHWCVANI,Pacific Ocean perch West Coast of Vancouver Island,Canada-DFO-WCVANI,0.09513046875,3.7,0.09202500000000001
1957,PERCHWCVANI,Pacific Ocean perch West Coast of Vancouver Island,Canada-DFO-WCVANI,0.10677890625,3.66,0.14527500000000002
1958,PERCHWCVANI,Pacific Ocean perch West Coast of Vancouver Island,Canada-DFO-WCVANI,0.10663125,3.61,0.1446
1959,PERCHWCVANI,Pacific Ocean perch West Coast of Vancouver Island,Canada-DFO-WCVANI,0.11653515625,3.63,0.18987500000000002
1960,PERCHWCVANI,Pacific Ocean perch West Coast of Vancouver Island,Canada-DFO-WCVANI,0.12041796874999999,3.6,0.207625
1961,PERCHWCVANI,Pacific Ocean perch West Coast of Vancouver Island,Canada-DFO-WCVANI,0.13687890625,3.52,0.282875
1962,PERCHWCVANI,Pacific Ocean perch West Coast of Vancouver Island,Canada-DFO-WCVANI,0.19241406249999998,3.39,0.5367500000000001
1963,PERCHWCVANI,Pacific Ocean perch West Coast of Vancouver Island,Canada-DFO-WCVANI,0.2477578125,3.13,0.7897500000000001
1964,PERCHWCVANI,Pacific Ocean perch West Coast of Vancouver Island,Canada-DFO-WCVANI,0.33000000000000007,2.84,0.88725
1965,PERCHWCVANI,Pacific Ocean perch West Coast of Vancouver Island,Canada-DFO-WCVANI,0.395,2.71,1.06325
1966,PERCHWCVANI,Pacific Ocean perch West Coast of Vancouver Island,Canada-DFO-WCVANI,0.26036718749999993,2.45,1.60325
1967,PERCHWCVANI,Pacific Ocean perch West Coast of Vancouver Island,Canada-DFO-WCVANI,0.036176562499999884,1.81,1.96575
1968,PERCHWCVANI,Pacific Ocean perch West Coast of Vancouver Island,Canada-DFO-WCVANI,0,1.45,2.46
1969,PERCHWCVANI,Pacific Ocean perch West Coast of Vancouver Island,Canada-DFO-WCVANI,0,1.2,2.425
1970,PERCHWCVANI,Pacific Ocean perch West Coast of Vancouver Island,Canada-DFO-WCVANI,0,1.17,2.265
1971,PERCHWCVANI,Pacific Ocean perch West Coast of Vancouver Island,Canada-DFO-WCVANI,0,1.01,2.135
1972,PERCHWCVANI,Pacific Ocean perch West Coast of Vancouver Island,Canada-DFO-WCVANI,0.1874999999999999,0.92,1.85
1973,PERCHWCVANI,Pacific Ocean perch West Coast of Vancouver Island,Canada-DFO-WCVANI,0,0.897,2.0025
1974,PERCHWCVANI,Pacific Ocean perch West Coast of Vancouver Island,Canada-DFO-WCVANI,0.5337500000000001,0.869,1.573
1975,PERCHWCVANI,Pacific Ocean perch West Coast of Vancouver Island,Canada-DFO-WCVANI,1,0.895,1.16025
1976,PERCHWCVANI,Pacific Ocean perch West Coast of Vancouver Island,Canada-DFO-WCVANI,1,0.945,0.81125
1977,PERCHWCVANI,Pacific Ocean perch West Coast of Vancouver Island,Canada-DFO-WCVANI,0.637421875,1.01,0.3856250000000001
1978,PERCHWCVANI,Pacific Ocean perch West Coast of Vancouver Island,Canada-DFO-WCVANI,0.45890000000000003,1.11,0.18160000000000007
1979,PERCHWCVANI,Pacific Ocean perch West Coast of Vancouver Island,Canada-DFO-WCVANI,0.37052500000000005,1.18,0.08060000000000007
1980,PERCHWCVANI,Pacific Ocean perch West Coast of Vancouver Island,Canada-DFO-WCVANI,0.424775,1.24,0.14260000000000006
1981,PERCHWCVANI,Pacific Ocean perch West Coast of Vancouver Island,Canada-DFO-WCVANI,0.529446875,1.25,0.26222500000000004
1982,PERCHWCVANI,Pacific Ocean perch West Coast of Vancouver Island,Canada-DFO-WCVANI,0.6224375,1.24,0.36850000000000005
1983,PERCHWCVANI,Pacific Ocean perch West Coast of Vancouver Island,Canada-DFO-WCVANI,0.77053125,1.22,0.5377500000000001
1984,PERCHWCVANI,Pacific Ocean perch West Coast of Vancouver Island,Canada-DFO-WCVANI,0.8494999999999999,1.17,0.6280000000000001
1985,PERCHWCVANI,Pacific Ocean perch West Coast of Vancouver Island,Canada-DFO-WCVANI,0.8604375,1.13,0.6405000000000001
1986,PERCHWCVANI,Pacific Ocean perch West Coast of Vancouver Island,Canada-DFO-WCVANI,1,1.12,0.8227500000000001
1987,PERCHWCVANI,Pacific Ocean perch West Coast of Vancouver Island,Canada-DFO-WCVANI,1,1.06,0.87175
1988,PERCHWCVANI,Pacific Ocean perch West Coast of Vancouver Island,Canada-DFO-WCVANI,1,1.04,0.8860000000000001
1989,PERCHWCVANI,Pacific Ocean perch West Coast of Vancouver Island,Canada-DFO-WCVANI,1,1.05,1.0595
1990,PERCHWCVANI,Pacific Ocean perch West Coast of Vancouver Island,Canada-DFO-WCVANI,1,1.03,1.0495
1991,PERCHWCVANI,Pacific Ocean perch West Coast of Vancouver Island,Canada-DFO-WCVANI,1,1.02,1.004
1992,PERCHWCVANI,Pacific Ocean perch West Coast of Vancouver Island,Canada-DFO-WCVANI,1,1.05,1.0615
1993,PERCHWCVANI,Pacific Ocean perch West Coast of Vancouver Island,Canada-DFO-WCVANI,1,1.05,1.1540000000000001
1994,PERCHWCVANI,Pacific Ocean perch West Coast of Vancouver Island,Canada-DFO-WCVANI,0.8918749999999998,1.01,1.2865000000000002
1995,PERCHWCVANI,Pacific Ocean perch West Coast of Vancouver Island,Canada-DFO-WCVANI,0.8312499999999997,0.936,1.3350000000000002
1996,PERCHWCVANI,Pacific Ocean perch West Coast of Vancouver Island,Canada-DFO-WCVANI,0.9559374999999998,0.933,1.2352500000000002
1997,PERCHWCVANI,Pacific Ocean perch West Coast of Vancouver Island,Canada-DFO-WCVANI,1,0.963,0.94725
1998,PERCHWCVANI,Pacific Ocean perch West Coast of Vancouver Island,Canada-DFO-WCVANI,0.86765625,1.01,0.64875
1999,PERCHWCVANI,Pacific Ocean perch West Coast of Vancouver Island,Canada-DFO-WCVANI,0.7545625,1.07,0.5195000000000001
2000,PERCHWCVANI,Pacific Ocean perch West Coast of Vancouver Island,Canada-DFO-WCVANI,0.70840625,1.11,0.46675000000000005
2001,PERCHWCVANI,Pacific Ocean perch West Coast of Vancouver Island,Canada-DFO-WCVANI,0.6959375,1.16,0.45250000000000007
2002,PERCHWCVANI,Pacific Ocean perch West Coast of Vancouver Island,Canada-DFO-WCVANI,0.680625,1.21,0.43500000000000005
2003,PERCHWCVANI,Pacific Ocean perch West Coast of Vancouver Island,Canada-DFO-WCVANI,0.67428125,1.24,0.4277500000000001
2004,PERCHWCVANI,Pacific Ocean perch West Coast of Vancouver Island,Canada-DFO-WCVANI,0.6775625000000001,1.26,0.43150000000000005
2005,PERCHWCVANI,Pacific Ocean perch West Coast of Vancouver Island,Canada-DFO-WCVANI,0.6836875,1.28,0.43850000000000006
